"Date","Price","Open","High","Low","Vol.","Change %"
"May 09, 2019","947.01","950.66","953.66","944.91","181.40K","-0.44%"
"May 08, 2019","951.22","950.10","953.88","947.86","143.30K","-0.66%"
"May 07, 2019","957.56","961.31","965.61","955.42","145.34K","-0.04%"
"May 06, 2019","957.97","964.37","964.89","955.41","155.65K","-1.66%"
"May 03, 2019","974.14","976.77","977.13","971.75","148.57K","-0.45%"
"May 02, 2019","978.50","978.81","979.93","975.51","152.16K","-0.12%"
"Apr 26, 2019","979.64","972.86","979.64","970.73","118.54K","0.57%"
"Apr 25, 2019","974.13","976.46","976.46","971.92","149.12K","-0.29%"
"Apr 24, 2019","976.92","969.66","978.71","969.66","134.07K","0.92%"
"Apr 23, 2019","968.00","964.84","970.98","964.35","154.89K","0.22%"
"Apr 22, 2019","965.86","963.78","966.69","959.33","216.34K","-0.04%"
"Apr 19, 2019","966.21","968.27","971.73","965.46","106.98K","0.41%"
"Apr 18, 2019","962.30","969.50","973.73","962.05","160.39K","-1.01%"
"Apr 17, 2019","972.10","977.17","980.71","972.10","186.72K","-0.52%"
"Apr 16, 2019","977.17","970.87","978.53","963.06","150.02K","-0.58%"
"Apr 12, 2019","982.90","984.66","984.69","980.26","153.83K","-0.31%"
"Apr 11, 2019","985.95","984.46","985.95","981.06","129.48K","0.41%"
"Apr 10, 2019","981.91","984.79","987.27","976.83","159.91K","-0.66%"
"Apr 09, 2019","988.48","999.89","1,000.02","987.82","165.18K","-0.91%"
"Apr 08, 2019","997.56","989.26","997.56","989.26","163.69K","0.84%"
"Apr 05, 2019","989.26","986.91","990.38","986.39","189.29K","0.24%"
"Apr 04, 2019","986.91","987.47","989.08","982.94","165.31K","0.25%"
"Apr 03, 2019","984.46","984.74","985.26","980.30","216.94K","-0.14%"
"Apr 02, 2019","985.81","994.87","996.41","985.48","236.02K","-0.28%"
"Apr 01, 2019","988.53","980.76","988.53","980.76","188.62K","0.79%"
"Mar 29, 2019","980.76","985.35","988.24","980.76","173.91K","-0.23%"
"Mar 28, 2019","982.98","973.44","983.18","972.60","217.07K","0.72%"
"Mar 27, 2019","975.91","976.67","979.32","972.25","159.94K","0.63%"
"Mar 26, 2019","969.79","970.07","978.99","966.90","175.42K","-0.03%"
"Mar 25, 2019","970.07","976.53","976.53","964.76","245.78K","-1.89%"
"Mar 22, 2019","988.71","984.90","990.07","981.30","206.93K","0.71%"
"Mar 21, 2019","981.78","1,005.12","1,006.37","981.78","200.03K","-2.05%"
"Mar 20, 2019","1,002.30","1,002.86","1,003.25","992.02","300.09K","-0.43%"
"Mar 19, 2019","1,006.59","1,013.75","1,014.51","1,004.22","236.59K","-0.52%"
"Mar 18, 2019","1,011.86","1,004.12","1,013.29","1,004.12","230.55K","0.77%"
"Mar 15, 2019","1,004.12","1,008.44","1,008.44","1,001.10","250.28K","-0.43%"
"Mar 14, 2019","1,008.44","1,006.37","1,011.39","1,002.09","224.54K","0.30%"
"Mar 13, 2019","1,005.41","1,003.75","1,009.77","1,003.01","229.38K","0.41%"
"Mar 12, 2019","1,001.32","991.14","1,001.32","990.46","208.19K","1.70%"
"Mar 11, 2019","984.60","982.94","987.11","981.34","178.66K","-0.07%"
"Mar 08, 2019","985.25","987.89","991.98","984.48","202.51K","-0.88%"
"Mar 07, 2019","994.03","995.65","1,004.55","994.03","210.70K","-0.05%"
"Mar 06, 2019","994.49","993.01","994.49","985.51","250.93K","0.21%"
"Mar 05, 2019","992.45","990.08","1,000.25","987.92","297.44K","-0.15%"
"Mar 04, 2019","993.99","983.50","994.46","983.33","235.64K","1.47%"
"Mar 01, 2019","979.63","971.05","980.82","970.54","170.04K","1.47%"
"Feb 28, 2019","965.47","989.84","990.25","965.47","224.81K","-2.50%"
"Feb 27, 2019","990.27","989.61","994.46","988.09","258.93K","0.33%"
"Feb 26, 2019","987.06","991.63","996.44","979.24","251.65K","-0.74%"
"Feb 25, 2019","994.43","996.06","999.90","992.72","227.74K","0.56%"
"Feb 22, 2019","988.91","983.99","993.16","982.86","215.63K","0.14%"
"Feb 21, 2019","987.57","972.82","987.57","970.31","178.58K","1.75%"
"Feb 20, 2019","970.58","963.29","972.75","963.29","170.88K","0.65%"
"Feb 19, 2019","964.35","962.84","971.92","962.81","231.96K","0.32%"
"Feb 18, 2019","961.30","954.85","961.30","953.32","194.65K","1.09%"
"Feb 15, 2019","950.89","951.90","955.40","948.26","160.69K","-0.15%"
"Feb 14, 2019","952.34","946.54","953.66","945.99","181.06K","0.75%"
"Feb 13, 2019","945.25","937.61","945.25","937.34","215.28K","0.82%"
"Feb 12, 2019","937.54","930.37","938.64","926.98","188.42K","1.24%"
"Feb 11, 2019","926.10","916.21","926.10","916.07","124.64K","1.92%"
"Feb 01, 2019","908.67","911.98","912.81","907.52","140.80K","-0.22%"
"Jan 31, 2019","910.65","919.12","920.36","910.38","138.05K","-0.57%"
"Jan 30, 2019","915.84","914.08","917.80","913.48","139.40K","-0.01%"
"Jan 29, 2019","915.93","913.67","915.93","907.09","121.44K","0.41%"
"Jan 28, 2019","912.18","912.53","913.43","908.90","133.32K","0.36%"
"Jan 25, 2019","908.88","908.86","911.59","907.96","117.59K","0.01%"
"Jan 24, 2019","908.79","908.56","910.59","906.59","110.29K","0.07%"
"Jan 23, 2019","908.18","905.73","910.12","905.12","129.14K","0.18%"
"Jan 22, 2019","906.55","912.73","913.37","906.55","152.16K","-0.49%"
"Jan 21, 2019","911.05","905.25","911.74","903.09","165.63K","0.97%"
"Jan 18, 2019","902.30","902.70","906.35","900.64","140.75K","0.05%"
"Jan 17, 2019","901.89","908.48","909.06","901.89","133.89K","-0.75%"
"Jan 16, 2019","908.70","911.32","912.48","906.39","164.29K","-0.11%"
"Jan 15, 2019","909.68","901.21","909.68","898.92","127.19K","0.87%"
"Jan 14, 2019","901.80","903.83","903.83","897.18","143.85K","-0.10%"
"Jan 11, 2019","902.71","899.10","904.37","899.10","131.41K","0.49%"
"Jan 10, 2019","898.30","897.85","899.47","895.17","130.59K","0.15%"
"Jan 09, 2019","896.99","890.26","897.25","888.61","160.51K","1.08%"
"Jan 08, 2019","887.44","891.37","891.87","883.67","112.83K","-0.25%"
"Jan 07, 2019","889.64","890.47","896.63","885.30","127.55K","0.99%"
"Jan 04, 2019","880.90","872.69","881.48","861.85","136.57K","0.31%"
"Jan 03, 2019","878.22","889.78","892.21","872.12","156.58K","-1.52%"
"Jan 02, 2019","891.75","900.10","900.10","891.10","111.52K","-0.09%"
